age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
Any,Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Married,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,White-collar,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,>50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Without-Post-Secondary,Any,Blue-collar,Any,Any,America,>50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
"[50,100)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Married,Any,Any,Any,Any,>50K
Any,Any,Any,Any,Any,In-family,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,In-family,Any,Any,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,White-collar,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,North-America,<=50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,In-family,Any,USA,>50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,>50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Blue-collar,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,In-family,Any,Any,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
Any,Any,Post-secondary,Any,White-collar,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Senior-Secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,Any,>50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,>50K
"[0,50)",Any,Any,Partner-present,Any,In-family,Any,USA,>50K
Any,Any,Any,Any,White-collar,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,In-family,Any,USA,>50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Without-Post-Secondary,Any,Other,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,North-America,<=50K
Any,Any,Senior-Secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Post-secondary,Any,White-collar,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Post-secondary,Partner-present,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,>50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Secondary,Any,Any,In-family,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Partner-absent,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,America,>50K
"[0,50)",Any,Post-secondary,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Blue-collar,Any,Any,USA,>50K
Any,Any,Any,Any,Any,In-family,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Post-secondary,Married,Any,Any,Any,Any,>50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,In-family,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,White-collar,Any,Any,USA,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Post-secondary,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,North-America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,In-family,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Senior-Secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Secondary,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Secondary,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,>50K
"[0,50)",Any,Any,Partner-present,Any,In-family,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Married,White-collar,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Post-secondary,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Married,Any,In-family,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Senior-Secondary,Married,Any,Any,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,In-family,Any,Any,>50K
Any,Any,Secondary,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,Any,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,Any,<=50K
"[0,50)",Any,Secondary,Any,Any,In-family,Any,USA,<=50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,USA,<=50K
Any,Any,Post-secondary,Any,White-collar,In-family,Any,Any,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,America,>50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,America,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Post-secondary,Married,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Without-Post-Secondary,Any,Any,Any,Any,America,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
"[40,50)",Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Blue-collar,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Senior-Secondary,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Post-secondary,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Without-Post-Secondary,Any,Any,In-family,Any,America,<=50K
"[0,50)",Any,Any,Partner-present,Any,In-family,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,<=50K
"[45,49)",Any,Any,Any,Any,Any,Any,Any,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Senior-Secondary,Any,Any,Any,Any,USA,>50K
Any,Any,Post-secondary,Partner-present,Any,In-family,Any,USA,<=50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,In-family,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,White-collar,Any,Any,USA,<=50K
"[40,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,USA,>50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,>50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Senior-Secondary,Married,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,<=50K
"[0,50)",Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,In-family,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Blue-collar,Any,Any,America,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,In-family,Any,America,>50K
Any,Any,Post-secondary,Partner-present,Any,In-family,Any,USA,>50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,Any,>50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Post-secondary,Any,Any,Any,Any,Any,>50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,USA,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,White-collar,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,White-collar,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,In-family,Any,USA,<=50K
Any,Any,Post-secondary,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Married,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,White-collar,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Partner-present,Any,In-family,Any,USA,>50K
Any,Any,Any,Married,Any,Any,Any,Any,>50K
Any,Any,Any,Married,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,America,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,>50K
"[0,50)",Any,Any,Partner-present,Any,In-family,Any,America,>50K
"[0,50)",Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Any,Any,Any,Any,Any,<=50K
Any,Any,Any,Any,Any,Any,Any,USA,<=50K
"[0,50)",Any,Any,Married,Any,Any,Any,USA,>50K
